plan_region_name,plan_dc_name,code,plan_clustername,ClusterDC
Central US,Des Moines DSM06,2338321,NULL,NULL
North Central US,Chicago CHI21,2338322,NULL,NULL
Central US,Des Moines DSM05,2338323,NULL,NULL
East US 2,Boydton BN7,2338324,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2338325,NULL,NULL
China East 2,Shanghai SHA20,2338326,NULL,NULL
East US,Blue Ridge BL20,2338327,NULL,NULL
China East,Shanghai A: China Telecom,2338328,NULL,NULL
West US 2,Quincy MWH02,2338329,NULL,NULL
West Europe,Amsterdam AMS06,2338330,NULL,NULL
East US,Blue Ridge BL6,2338331,NULL,NULL
China North,China Telecom: Yongfeng,2338332,NULL,NULL
North Central US,Chicago CHI21,2338333,NULL,NULL
Canberra 2,Canberra CBR21,2338334,NULL,NULL
Korea South,Busan PUS20,2338335,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2338336,NULL,NULL
Central US,Des Moines DSM06,2338337,NULL,NULL
Central US,Des Moines DSM05,2338338,NULL,NULL
Central US,Des Moines DSM06,2338339,NULL,NULL
Southeast Asia,Singapore IDC2,2338340,NULL,NULL
China North 2,Beijing BJS20,2338341,NULL,NULL
East US 2,Boydton BN6,2338342,NULL,NULL
West US 2,Quincy MWH02,2338343,NULL,NULL
USGov Iowa,Des Moines 2,2338344,NULL,NULL
Central India,Pune PNQ01,2338345,NULL,NULL
West US 2,Quincy MWH02,2338346,NULL,NULL
North Europe,Dublin DUB21,2338347,NULL,NULL
North Central US,Chicago CHI21,2338348,NULL,NULL
Australia East,Sydney SYD21,2338349,NULL,NULL
UK West,Cardiff CWL20,2338350,NULL,NULL
South Central US,San Antonio IDC6,2338351,NULL,NULL
Japan East,Tokyo TYO20,2338352,NULL,NULL
South India,Chennai MAA01,2338353,NULL,NULL
Southeast Asia,Singapore IDC2,2338354,NULL,NULL
East US,Blue Ridge BL20,2338355,NULL,NULL
South Central US,San Antonio IDC6,2338356,NULL,NULL
USGov Iowa,Des Moines 2,2338357,NULL,NULL
North Europe,Dublin DUB24,2338358,NULL,NULL
West India,Mumbai BOM01,2338360,NULL,NULL
UK South,London LON21,2338361,NULL,NULL
South India,Chennai MAA01,2338363,NULL,NULL
Australia Southeast,Melbourne MEL01,2338364,NULL,NULL
Southeast Asia,Singapore IDC2,2338365,NULL,NULL
South Central US,San Antonio IDC6,2338366,NULL,NULL
UK South,London LON21,2338367,NULL,NULL
West US 2,Quincy MWH02,2338368,NULL,NULL
West US,Bay BY22,2338369,NULL,NULL
USGov Virginia,Boydton BN8,2338370,NULL,NULL
East US,Blue Ridge BL20,2338371,NULL,NULL
South Africa 2,Cape Town CPT20,2338372,NULL,NULL
West US,Bay BY24,2338373,NULL,NULL
China North,China Telecom: Yongfeng,2338374,NULL,NULL
UK South 2,London LON20,2338375,NULL,NULL
China North,China Telecom: Yongfeng,2338377,NULL,NULL
East Asia,Hong Kong 2,2338378,NULL,NULL
West US 2,Quincy MWH02,2338379,NULL,NULL
UK South,London LON21,2338380,NULL,NULL
East US,Blue Ridge BL20,2338381,NULL,NULL
East US 2,Boydton BN6,2338382,NULL,NULL
North Europe,Dublin DUB07,2338383,NULL,NULL
North Central US,Chicago CHI21,2338384,NULL,NULL
South India,Chennai MAA01,2338385,NULL,NULL
South India,Chennai MAA01,2338386,NULL,NULL
North Europe,Dublin DUB24,2338387,NULL,NULL
UK South,London LON21,2338388,NULL,NULL
East US,Manassas MNZ20,2338389,NULL,NULL
UK West,Cardiff CWL20,2338390,NULL,NULL
Canberra 2,Canberra CBR21,2338391,NULL,NULL
UK West,Cardiff CWL20,2338392,NULL,NULL
UK South,London LON21,2338393,NULL,NULL
East US 2,Boydton BN6,2338394,NULL,NULL
China North,China Telecom: Yongfeng,2338395,NULL,NULL
East US,Blue Ridge BL20,2338396,NULL,NULL
West US 2,Quincy MWH02,2338397,NULL,NULL
West Europe,Amsterdam AMS07,2338398,NULL,NULL
UK West,Cardiff CWL20,2338399,NULL,NULL
UK South 2,London LON20,2338400,NULL,NULL
West US,Bay IDC5,2338401,NULL,NULL
Japan East,Tokyo TYO20,2338402,NULL,NULL
Japan West,Osaka OSA21,2338403,NULL,NULL
Southeast Asia,Singapore IDC2,2338404,NULL,NULL
UK North,Durham,2338405,NULL,NULL
USGov Texas,San Antonio IDC5,2338406,NULL,NULL
South Africa 1,Johannesburg JNB22,2338407,NULL,NULL
Australia East,Sydney SYD21,2338408,NULL,NULL
Central US,Des Moines DSM05,2338409,NULL,NULL
North Europe,Dublin DUB21,2338410,NULL,NULL
South India,Chennai MAA01,2338411,NULL,NULL
UK West,Cardiff CWL20,2338412,NULL,NULL
Central US,Des Moines DSM05,2338413,NULL,NULL
Australia Southeast,Melbourne MEL20,2338414,NULL,NULL
East Asia,Hong Kong 2,2338415,NULL,NULL
East US,Manassas MNZ20,2338416,NULL,NULL
West Europe,Amsterdam AMS20,2338417,NULL,NULL
Germany Central,Frankfurt FRA20,2338418,NULL,NULL
East US,Blue Ridge BL20,2338419,NULL,NULL
North Europe,Dublin DUB21,2338420,NULL,NULL
North Europe,Dublin DUB06,2157258,NULL,NULL
North Europe,Dublin DUB06,2157259,NULL,NULL
North Europe,Helsinki HEL01,2157260,NULL,NULL
North Europe,Helsinki HEL01,2157261,NULL,NULL
Europe North 2,Interxion: Vienna,2157262,NULL,NULL
Europe North 2,Interxion: Vienna,2157263,NULL,NULL
North Europe,Dublin DUB06,2157264,NULL,NULL
North Europe,Dublin DUB06,2157265,NULL,NULL
North Europe,Helsinki HEL01,2157266,NULL,NULL
North Europe,Helsinki HEL01,2157267,NULL,NULL
Europe North 2,Interxion: Vienna,2157268,NULL,NULL
Europe North 2,Interxion: Vienna,2157269,NULL,NULL
North Europe,Dublin DUB06,2157270,NULL,NULL
North Europe,Dublin DUB06,2157271,NULL,NULL
North Europe,Helsinki HEL01,2157272,NULL,NULL
North Europe,Helsinki HEL01,2157273,NULL,NULL
Europe North 2,Interxion: Vienna,2157274,NULL,NULL
Europe North 2,Interxion: Vienna,2157275,NULL,NULL
North Europe,Dublin DUB06,2157276,NULL,NULL
North Europe,Dublin DUB06,2157277,NULL,NULL
North Europe,Helsinki HEL01,2157278,NULL,NULL
North Europe,Helsinki HEL01,2157279,NULL,NULL
Europe North 2,Interxion: Vienna,2157280,NULL,NULL
Europe North 2,Interxion: Vienna,2157281,NULL,NULL
North Europe,Dublin DUB06,2157282,NULL,NULL
North Europe,Dublin DUB06,2157283,NULL,NULL
North Europe,Helsinki HEL01,2157284,NULL,NULL
North Europe,Helsinki HEL01,2157285,NULL,NULL
Europe North 2,Interxion: Vienna,2157286,NULL,NULL
Europe North 2,Interxion: Vienna,2157287,NULL,NULL
North Europe,Dublin DUB06,2157288,NULL,NULL
North Europe,Dublin DUB06,2157289,NULL,NULL
North Europe,Helsinki HEL01,2157290,NULL,NULL
North Europe,Helsinki HEL01,2157291,NULL,NULL
Europe North 2,Interxion: Vienna,2157292,NULL,NULL
Europe North 2,Interxion: Vienna,2157293,NULL,NULL
North Europe,Dublin DUB07,2157294,NULL,NULL
North Europe,Dublin DUB07,2157295,NULL,NULL
North Europe,Helsinki HEL01,2157296,NULL,NULL
North Europe,Helsinki HEL01,2157297,NULL,NULL
Europe North 2,Interxion: Vienna,2157298,NULL,NULL
Europe North 2,Interxion: Vienna,2157299,NULL,NULL
North Europe,Dublin DUB07,2157300,NULL,NULL
North Europe,Dublin DUB07,2157301,NULL,NULL
North Europe,Helsinki HEL01,2157302,NULL,NULL
North Europe,Helsinki HEL01,2157303,NULL,NULL
Europe North 2,Interxion: Vienna,2157304,NULL,NULL
Europe North 2,Interxion: Vienna,2157305,NULL,NULL
North Europe,Dublin DUB07,2157306,NULL,NULL
North Europe,Dublin DUB07,2157307,NULL,NULL
North Europe,Helsinki HEL01,2157308,NULL,NULL
North Europe,Helsinki HEL01,2157309,NULL,NULL
Europe North 2,Interxion: Vienna,2157310,NULL,NULL
Europe North 2,Interxion: Vienna,2157311,NULL,NULL
North Europe,Dublin DUB07,2157312,NULL,NULL
North Europe,Dublin DUB07,2157313,NULL,NULL
North Europe,Helsinki HEL01,2157314,NULL,NULL
North Europe,Helsinki HEL01,2157315,NULL,NULL
Europe North 2,Interxion: Vienna,2157316,NULL,NULL
Europe North 2,Interxion: Vienna,2157317,NULL,NULL
North Europe,Dublin DUB07,2157318,NULL,NULL
North Europe,Dublin DUB07,2157319,NULL,NULL
North Europe,Helsinki HEL01,2157320,NULL,NULL
North Europe,Helsinki HEL01,2157321,NULL,NULL
Europe North 2,Interxion: Vienna,2157322,NULL,NULL
Europe North 2,Interxion: Vienna,2157323,NULL,NULL
North Europe,Dublin DUB07,2157324,NULL,NULL
North Europe,Dublin DUB07,2157325,NULL,NULL
North Europe,Helsinki HEL01,2157326,NULL,NULL
North Europe,Helsinki HEL01,2157327,NULL,NULL
Europe North 2,Interxion: Vienna,2157328,NULL,NULL
Europe North 2,Interxion: Vienna,2157329,NULL,NULL
North Europe,Dublin DUB07,2157330,NULL,NULL
North Europe,Dublin DUB07,2157331,NULL,NULL
North Europe,Helsinki HEL01,2157332,NULL,NULL
North Europe,Helsinki HEL01,2157333,NULL,NULL
Europe North 2,Interxion: Vienna,2157334,NULL,NULL
Europe North 2,Interxion: Vienna,2157335,NULL,NULL
North Europe,Dublin DUB07,2157336,NULL,NULL
North Europe,Dublin DUB07,2157337,NULL,NULL
North Europe,Helsinki HEL01,2157338,NULL,NULL
North Europe,Helsinki HEL01,2157339,NULL,NULL
Europe North 2,Interxion: Vienna,2157340,NULL,NULL
Europe North 2,Interxion: Vienna,2157341,NULL,NULL
North Europe,Dublin DUB07,2157342,NULL,NULL
North Europe,Dublin DUB07,2157343,NULL,NULL
Central US,Des Moines DSM05,2157344,NULL,NULL
Central US,Des Moines DSM05,2157345,NULL,NULL
West Central US,Cheyenne CYS04,2157346,NULL,NULL
West Central US,Cheyenne CYS04,2157347,NULL,NULL
West US 2,Quincy MWH01,2157348,NULL,NULL
West US 2,Quincy MWH01,2157349,NULL,NULL
Central US,Des Moines DSM05,2157350,NULL,NULL
Central US,Des Moines DSM05,2157351,NULL,NULL
West Central US,Cheyenne CYS04,2157352,NULL,NULL
West Central US,Cheyenne CYS04,2157353,NULL,NULL
West US 2,Quincy MWH01,2157354,NULL,NULL
West US 2,Quincy MWH01,2157355,NULL,NULL
Central US,Des Moines DSM05,2157356,NULL,NULL
Central US,Des Moines DSM05,2157357,NULL,NULL
West Central US,Cheyenne CYS04,2157358,NULL,NULL
West Central US,Cheyenne CYS04,2157359,NULL,NULL
West US 2,Quincy MWH01,2157360,NULL,NULL
West US 2,Quincy MWH01,2157361,NULL,NULL
Central US,Des Moines 3,2157362,NULL,NULL
Central US,Des Moines 3,2157363,NULL,NULL
West Central US,Cheyenne CYS04,2157364,NULL,NULL
West Central US,Cheyenne CYS04,2157365,NULL,NULL
West US 2,Quincy MWH01,2157366,NULL,NULL
West US 2,Quincy MWH01,2157367,NULL,NULL
Central US,Des Moines DSM05,2157368,NULL,NULL
Central US,Des Moines DSM05,2157369,NULL,NULL
West Central US,Cheyenne CYS04,2157370,NULL,NULL
West Central US,Cheyenne CYS04,2157371,NULL,NULL
West US 2,Quincy MWH01,2157372,NULL,NULL
West US 2,Quincy MWH01,2157373,NULL,NULL
Central US,Des Moines DSM05,2157374,NULL,NULL
Central US,Des Moines DSM05,2157375,NULL,NULL
West Central US,Cheyenne CYS04,2157376,NULL,NULL
West Central US,Cheyenne CYS04,2157377,NULL,NULL
West US 2,Quincy MWH01,2157378,NULL,NULL
West US 2,Quincy MWH01,2157379,NULL,NULL
Central US,Des Moines DSM05,2157380,NULL,NULL
Central US,Des Moines DSM05,2157381,NULL,NULL
West Central US,Cheyenne CYS04,2157382,NULL,NULL
West Central US,Cheyenne CYS04,2157383,NULL,NULL
West US 2,Quincy MWH01,2157384,NULL,NULL
West US 2,Quincy MWH01,2157385,NULL,NULL
Central US,Des Moines DSM05,2157386,NULL,NULL
Central US,Des Moines DSM05,2157387,NULL,NULL
West Central US,Cheyenne CYS04,2157388,NULL,NULL
West Central US,Cheyenne CYS04,2157389,NULL,NULL
West US 2,Quincy MWH01,2157390,NULL,NULL
West US 2,Quincy MWH01,2157391,NULL,NULL
Central US,Des Moines DSM05,2157392,NULL,NULL
Central US,Des Moines DSM05,2157393,NULL,NULL
West Central US,Cheyenne CYS04,2157394,NULL,NULL
West Central US,Cheyenne CYS04,2157395,NULL,NULL
West US 2,Quincy MWH01,2157396,NULL,NULL
West US 2,Quincy MWH01,2157397,NULL,NULL
Central US,Des Moines DSM05,2157398,NULL,NULL
Central US,Des Moines DSM05,2157399,NULL,NULL
West Central US,Cheyenne CYS04,2157400,NULL,NULL
West Central US,Cheyenne CYS04,2157401,NULL,NULL
West US 2,Quincy MWH01,2157402,NULL,NULL
West US 2,Quincy MWH01,2157403,NULL,NULL
Central US,Des Moines DSM05,2157404,NULL,NULL
Central US,Des Moines DSM05,2157405,NULL,NULL
West Central US,Cheyenne CYS04,2157406,NULL,NULL
West Central US,Cheyenne CYS04,2157407,NULL,NULL
West US 2,Quincy MWH01,2157408,NULL,NULL
West US 2,Quincy MWH01,2157409,NULL,NULL
Central US,Des Moines DSM05,2157410,NULL,NULL
Central US,Des Moines DSM05,2157411,NULL,NULL
West Central US,Cheyenne CYS04,2157412,NULL,NULL
West Central US,Cheyenne CYS04,2157413,NULL,NULL
West US 2,Quincy MWH01,2157414,NULL,NULL
West US 2,Quincy MWH01,2157415,NULL,NULL
Central US,Des Moines DSM05,2157416,NULL,NULL
Central US,Des Moines DSM05,2157417,NULL,NULL
West Central US,Cheyenne CYS04,2157418,NULL,NULL
West Central US,Cheyenne CYS04,2157419,NULL,NULL
West US 2,Quincy MWH01,2157420,NULL,NULL
West US 2,Quincy MWH01,2157421,NULL,NULL
Central US,Des Moines DSM05,2157422,NULL,NULL
Central US,Des Moines DSM05,2157423,NULL,NULL
West Central US,Cheyenne CYS04,2157424,NULL,NULL
West Central US,Cheyenne CYS04,2157425,NULL,NULL
West US 2,Quincy MWH01,2157426,NULL,NULL
West US 2,Quincy MWH01,2157427,NULL,NULL
Central US,Des Moines DSM05,2157428,NULL,NULL
Central US,Des Moines DSM05,2157429,NULL,NULL
West Central US,Cheyenne CYS04,2157430,NULL,NULL
West Central US,Cheyenne CYS04,2157431,NULL,NULL
West US 2,Quincy MWH01,2157432,NULL,NULL
West US 2,Quincy MWH01,2157433,NULL,NULL
Central US,Des Moines DSM05,2157434,NULL,NULL
Central US,Des Moines DSM05,2157435,NULL,NULL
West Central US,Cheyenne CYS04,2157436,NULL,NULL
West Central US,Cheyenne CYS04,2157437,NULL,NULL
West US 2,Quincy MWH01,2157438,NULL,NULL
West US 2,Quincy MWH01,2157439,NULL,NULL
Central US,Des Moines DSM05,2157440,NULL,NULL
Central US,Des Moines DSM05,2157441,NULL,NULL
South Central US,San Antonio IDC4,2253272,NULL,NULL
Central India,Pune PNQ01,2253273,NULL,NULL
South Central US,San Antonio IDC4,2253274,NULL,NULL
Central India,Pune PNQ01,2253275,NULL,NULL
South India,Chennai MAA01,2253276,NULL,NULL
South Central US,San Antonio IDC4,2253277,NULL,NULL
South India,Chennai MAA01,2253278,NULL,NULL
East Asia,Hong Kong 2,2253279,NULL,NULL
East Asia,Hong Kong 2,2253280,NULL,NULL
East US 2,Boydton BN7,2253281,NULL,NULL
Southeast Asia,Singapore IDC2,2253282,NULL,NULL
East US,Blue Ridge BL20,2253283,NULL,NULL
Southeast Asia,Singapore IDC2,2253284,NULL,NULL
East US,Blue Ridge BL20,2253285,NULL,NULL
West US,Bay IDC4,2253286,NULL,NULL
West US,Bay IDC4,2253287,NULL,NULL
West US,Bay IDC4,2253288,NULL,NULL
Southeast Asia,Singapore IDC2,2253289,NULL,NULL
Australia East,Sydney SYD03,2253290,NULL,NULL
Southeast Asia,Singapore IDC2,2253291,NULL,NULL
Southeast Asia,Singapore IDC2,2253292,NULL,NULL
East Asia,Hong Kong HKG20,2253293,NULL,NULL
Southeast Asia,Singapore IDC2,2253294,NULL,NULL
Southeast Asia,Singapore IDC2,2253295,NULL,NULL
East Asia,Hong Kong HKG20,2253296,NULL,NULL
West Europe,Amsterdam AMS06,2253297,NULL,NULL
West Europe,Amsterdam AMS06,2253298,NULL,NULL
North Europe,Dublin DUB21,2253299,NULL,NULL
North Europe,Dublin DUB21,2253300,NULL,NULL
Southeast Asia,Singapore IDC2,2253301,NULL,NULL
Southeast Asia,Singapore IDC2,2253302,NULL,NULL
China North,China Telecom: Yongfeng,2253303,NULL,NULL
North Europe,Dublin-DB5,2253304,NULL,NULL
North Europe,Dublin-DB5,2253305,NULL,NULL
North Europe,Dublin DUB21,2253306,NULL,NULL
Southeast Asia,Singapore IDC2,2253307,NULL,NULL
West Central US,Cheyenne CYS04,2253308,NULL,NULL
West US 2,Quincy MWH02,2253309,NULL,NULL
Canada East,Quebec YQB20,2253310,NULL,NULL
Canada Central,Toronto YTO20,2253311,NULL,NULL
Brazil South,Campinas CPQ20,2253312,NULL,NULL
Brazil South,Campinas CPQ20,2253313,NULL,NULL
Brazil South,Campinas CPQ20,2253314,NULL,NULL
Australia Southeast,Melbourne MEL20,2253315,NULL,NULL
Australia East,Sydney SYD03,2253316,NULL,NULL
Australia Southeast,Melbourne MEL20,2253317,NULL,NULL
China East,Shanghai SHA03,2253318,NULL,NULL
China East,Shanghai SHA03,2253319,NULL,NULL
China East,Shanghai SHA03,2253320,NULL,NULL
Brazil South,Campinas CPQ02,2253321,NULL,NULL
Brazil South,Campinas CPQ02,2253322,NULL,NULL
Brazil South,Campinas CPQ02,2253323,NULL,NULL
West US 2,Quincy MWH02,2253324,NULL,NULL
Australia Southeast,Melbourne MEL01,2253325,NULL,NULL
West US,Bay IDC4,2253326,NULL,NULL
Australia Southeast,Melbourne MEL20,2253327,NULL,NULL
West US,Bay IDC4,2253328,NULL,NULL
Japan West,Osaka OSA21,2253329,NULL,NULL
West US,Bay BY22,2253330,NULL,NULL
Japan East,Tokyo TYO21,2253331,NULL,NULL
West US 2,Quincy MWH02,2253332,NULL,NULL
East US 2,Boydton BN7,2253333,BZ7PrdApp02,BZ7
West US,Bay BY24,2253334,NULL,NULL
West US,Bay IDC4,2253335,NULL,NULL
UK South,London LON21,2253336,NULL,NULL
West US,Bay BY22,2253337,NULL,NULL
UK West,Cardiff CWL20,2253338,NULL,NULL
West US 2,Quincy MWH02,2253339,NULL,NULL
West US,Bay IDC4,2253340,NULL,NULL
UK West,Cardiff CWL20,2253341,NULL,NULL
Korea South,Busan PUS20,2253342,NULL,NULL
West US 2,Quincy MWH01,2253343,NULL,NULL
West Central US,Cheyenne CYS04,2253344,NULL,NULL
Southeast Asia,Singapore IDC2,2253345,NULL,NULL
Southeast Asia,Singapore IDC2,2253346,NULL,NULL
Central US,Des Moines DSM06,2253347,NULL,NULL
East Asia,Hong Kong 2,2253348,NULL,NULL
West US 2,Quincy MWH02,2253349,NULL,NULL
West Central US,Cheyenne CYS04,2253350,NULL,NULL
Japan East,Tokyo TYO22,2253351,NULL,NULL
West Central US,Cheyenne CYS04,2253352,NULL,NULL
Southeast Asia,Singapore IDC2,2253353,NULL,NULL
North Europe,Dublin-DB5,2253354,NULL,NULL
West Europe,Amsterdam AMS06,2253355,NULL,NULL
USGov Iowa,Des Moines 2,2253356,NULL,NULL
East US 2,Boydton BN7,2253357,NULL,NULL
UK West,Cardiff CWL20,2253358,NULL,NULL
Germany Central,Frankfurt FRA21,2253359,NULL,NULL
East US 2,Boydton BN7,2253360,NULL,NULL
West Europe,Amsterdam AMS06,2253361,NULL,NULL
Central India,Pune PNQ01,2253362,NULL,NULL
East US,Blue Ridge BL6,2253363,BL6PrdApp12-05,BL6
South India,Chennai MAA20,2253364,NULL,NULL
USGov Virginia,Boydton 1,2253365,NULL,NULL
UK South,London LON21,2253366,NULL,NULL
Central India,Pune PNQ01,2253367,NULL,NULL
Japan East,Tokyo TYO22,2253368,NULL,NULL
South India,Chennai MAA20,2253369,NULL,NULL
North Central US,Chicago CHI21,2253370,CHI21PrdApp01,CHI
USGov Wyoming,Cheyenne-CYS01,2253371,NULL,NULL
South Central US,San Antonio IDC1,2253372,NULL,NULL
West US,Bay BY24,2253373,NULL,NULL
South Central US,San Antonio IDC4,2253374,NULL,NULL
Brazil South,Campinas CPQ02,2253375,NULL,NULL
China North,China Telecom: Yongfeng,2253376,NULL,NULL
East US,Blue Ridge BL5,2253377,NULL,NULL
West Europe,Amsterdam AMS07,2253378,NULL,NULL
Southeast Asia,Singapore IDC2,2253379,NULL,NULL
West Europe,Amsterdam AMS20,2253380,NULL,NULL
Australia East,Sydney SYD20,2253381,NULL,NULL
West Europe,Amsterdam AMS06,2253382,NULL,NULL
Japan East,Tokyo TYO20,2253383,NULL,NULL
Japan West,Osaka OSA20,2253384,NULL,NULL
UK West,Cardiff CWL20,2253385,NULL,NULL
East US,Blue Ridge BL5,2253386,NULL,NULL
Central India,Pune PNQ01,2253387,NULL,NULL
South India,Chennai MAA01,2253388,NULL,NULL
West India,Mumbai BOM20,2253389,NULL,NULL
China East,Shanghai SHA03,2253390,NULL,NULL
North Europe,Dublin DUB20,2253391,NULL,NULL
Brazil South,Campinas CPQ02,2253392,NULL,NULL
Southeast Asia,Singapore IDC2,2253393,NULL,NULL
Australia East,Sydney SYD03,2253394,NULL,NULL
East Asia,Hong Kong 2,2253395,NULL,NULL
West US,Bay IDC4,2253396,NULL,NULL
Southeast Asia,Singapore IDC2,2253397,NULL,NULL
Japan West,Osaka OSA20,2253398,NULL,NULL
West Europe,Amsterdam AMS23,2253399,NULL,NULL
China North,China Telecom: Yongfeng,2253400,NULL,NULL
North Europe,Dublin DUB20,2253401,NULL,NULL
Australia East,Sydney SYD03,2253402,NULL,NULL
Southeast Asia,Singapore IDC2,2253403,NULL,NULL
Australia East,Sydney SYD03,2253404,NULL,NULL
Southeast Asia,Singapore IDC2,2253405,NULL,NULL
West Central US,Cheyenne CYS04,2253406,NULL,NULL
Australia East,Sydney SYD20,2253407,NULL,NULL
Australia East,Sydney SYD20,2253408,NULL,NULL
Australia East,Sydney SYD20,2253409,NULL,NULL
Australia East,Sydney SYD20,2253410,NULL,NULL
West US 2,Quincy MWH02,2253411,NULL,NULL
Brazil South,Campinas CPQ20,2253412,NULL,NULL
Brazil South,Campinas CPQ20,2253413,NULL,NULL
Canada East,Quebec YQB20,2253414,NULL,NULL
Canada Central,Toronto YTO20,2253415,NULL,NULL
China East,Shanghai SHA03,2253416,NULL,NULL
Canada East,Quebec YQB20,2253417,NULL,NULL
West US,Bay IDC4,2253418,NULL,NULL
Brazil South,Campinas CPQ20,2253419,NULL,NULL
Australia Southeast,Melbourne MEL20,2253420,NULL,NULL
USGov Wyoming,Cheyenne-CYS01,2253421,NULL,NULL
USGov Virginia,Boydton 1,2253422,NULL,NULL
South Central US,San Antonio SAT09,2253423,NULL,NULL
North Central US,Chicago CHI21,2253424,NULL,NULL
East US,Blue Ridge BL5,2253425,NULL,NULL
Southeast Asia,Singapore IDC2,2253426,NULL,NULL
East Asia,Hong Kong HKG20,2253427,NULL,NULL
East US 2,Boydton BN6,2253428,NULL,NULL
Australia East,Sydney SYD03,2253429,NULL,NULL
Australia East,Sydney SYD03,2253430,NULL,NULL
Australia East,Sydney SYD03,2253431,NULL,NULL
USGov Arizona,Phoenix PHX20,2253432,NULL,NULL
East US,Blue Ridge BL5,2253433,NULL,NULL
Japan East,Tokyo TYO22,2253434,NULL,NULL
West Europe,Amsterdam AMS20,2253435,NULL,NULL
West Europe,Amsterdam AMS20,2253436,NULL,NULL
Central US,Des Moines DSM06,2253437,NULL,NULL
UK West,Cardiff CWL20,2253438,NULL,NULL
Central US,Des Moines DSM06,2253439,NULL,NULL
Japan East,Tokyo TYO22,2253440,NULL,NULL
Japan East,Tokyo TYO22,2253441,NULL,NULL
UK West,Cardiff CWL20,2253442,NULL,NULL
West Europe,Amsterdam AMS20,2253443,NULL,NULL
North Europe,Dublin DUB21,2253444,NULL,NULL
China North,China Telecom: Yongfeng,2253445,NULL,NULL
China East,Shanghai SHA03,2253446,NULL,NULL
Brazil South,Campinas CPQ02,2253447,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2253448,NULL,NULL
West Europe,Amsterdam AMS06,2253449,NULL,NULL
West Europe,Amsterdam AMS06,2253450,NULL,NULL
West Europe,Amsterdam AMS06,2253451,NULL,NULL
North Europe,Dublin DUB24,2253452,NULL,NULL
North Europe,Dublin DUB24,2253453,NULL,NULL
East US 2,Boydton BN8,2253454,NULL,NULL
East US,Blue Ridge BL5,2253455,NULL,NULL
West Europe,Amsterdam AMS20,2303790,AMS20PrdStp04,AMS
West Europe,Amsterdam AMS06,2303791,NULL,NULL
West Europe,Amsterdam AMS06,2303792,NULL,NULL
West Europe,Amsterdam AMS06,2303793,NULL,NULL
West Europe,Amsterdam AMS06,2303794,NULL,NULL
West Europe,Amsterdam AMS06,2303795,NULL,NULL
West Europe,Amsterdam AMS06,2303796,NULL,NULL
Korea Central,Seoul SEL21,2303797,NULL,NULL
Australia Southeast,Melbourne MEL20,2303798,NULL,NULL
Australia East,Sydney SYD21,2303799,NULL,NULL
South Africa 1,Johannesburg JNB21,2303800,NULL,NULL
South Africa 1,Johannesburg JNB21,2303801,NULL,NULL
South Africa 1,Johannesburg JNB21,2303802,NULL,NULL
South Africa 1,Johannesburg JNB21,2303803,NULL,NULL
Japan East,Tokyo TYO22,2303804,TYO1P,TYO
South Africa 2,Cape Town CPT20,2303805,NULL,NULL
Australia Southeast,Melbourne MEL20,2303806,NULL,NULL
Japan West,Osaka OSA20,2303807,NULL,NULL
South Africa 2,Cape Town CPT20,2303808,NULL,NULL
South Africa 2,Cape Town CPT20,2303809,NULL,NULL
South Africa 2,Cape Town CPT20,2303810,NULL,NULL
South Africa 2,Cape Town CPT20,2303811,NULL,NULL
South Africa 2,Cape Town CPT20,2303812,CPT01P,CPT
South Central US,San Antonio IDC4,2303813,NULL,NULL
South Central US,San Antonio IDC4,2303814,SN4PrdStr17,SN4
South Central US,San Antonio IDC4,2303847,SN4PrdStp05,SN4
South Central US,San Antonio IDC4,2303848,NULL,NULL
West Europe,Amsterdam AMS06,2193418,NULL,NULL
Europe North 2,Helsinki HEL01,2193419,NULL,NULL
Europe East,Interxion: Vienna,2193420,NULL,NULL
West Europe,Amsterdam AMS20,2193421,NULL,NULL
West Europe,Amsterdam AMS06,2193422,NULL,NULL
West Europe,Amsterdam AMS06,2193423,NULL,NULL
Europe North 2,Helsinki HEL01,2193424,NULL,NULL
Europe North 2,Helsinki HEL01,2193425,NULL,NULL
Europe East,Interxion: Vienna,2193426,NULL,NULL
Europe East,Interxion: Vienna,2193427,NULL,NULL
West Europe,Amsterdam AMS20,2193428,NULL,NULL
West Europe,Amsterdam AMS20,2193429,NULL,NULL
West Europe,Amsterdam AMS06,2193430,NULL,NULL
Europe North 2,Helsinki HEL01,2193431,NULL,NULL
Europe East,Interxion: Vienna,2193432,NULL,NULL
West Europe,Amsterdam AMS20,2193433,NULL,NULL
West Europe,Amsterdam AMS06,2193434,NULL,NULL
West Europe,Amsterdam AMS06,2193435,NULL,NULL
Europe North 2,Helsinki HEL01,2193436,NULL,NULL
Europe North 2,Helsinki HEL01,2193437,NULL,NULL
Europe East,Interxion: Vienna,2193438,NULL,NULL
Europe East,Interxion: Vienna,2193439,NULL,NULL
West Europe,Amsterdam AMS20,2193440,NULL,NULL
West Europe,Amsterdam AMS20,2193441,NULL,NULL
East US 2,Boydton BN6,2193442,NULL,NULL
Central US,Des Moines DSM05,2193443,NULL,NULL
West Central US,Cheyenne CYS04,2193444,NULL,NULL
